#
# U.S. Geological Survey, National Water Information System
# Surface water measurements
#
# Retrieved: 2024-04-08 17:47:15 EDT     (caww01)
#
# Further descriptions of the columns and codes used can be found at:
# https://help.waterdata.usgs.gov/output-formats#streamflow_measurement_data
#
# Data for the following 1 site(s) are contained in this file
#  USGS 12200500 SKAGIT RIVER NEAR MOUNT VERNON, WA
# -----------------------------------------------------------------------------------
#
#
agency_cd	site_no	measurement_nu	measurement_dt	tz_cd	q_meas_used_fg	party_nm	site_visit_coll_agency_cd	gage_height_va	discharge_va	measured_rating_diff	gage_va_change	gage_va_time	control_type_cd	discharge_cd	chan_nu	chan_name	meas_type	streamflow_method	velocity_method	chan_discharge	chan_width	chan_area	chan_velocity	chan_stability	chan_material	chan_evenness	long_vel_desc	horz_vel_desc	vert_vel_desc	chan_loc_cd	chan_loc_dist
USGS	12200500	406	1993-04-09 08:30:00	PDT	Yes	MKB	USGS	11.95	11700	Good	0.14	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	11700	584	4540	2.57	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	407	1993-08-05 08:55:00	PDT	Yes	MKB	USGS	12.04	11100	Good	-0.16	1.20	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	11100	580	4460	2.49	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	408	1993-10-13 09:55:00	PDT	Yes	MKB	USGS	8.98	5210	Good	-0.03	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	5210	555	2670	1.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	409	1993-12-09 09:54:00	PST	Yes	MKB	USGS	13.00	14100	Good	0.01	1.60	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14100	585	5060	2.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	410	1994-02-25 11:00:00	PST	Yes	MKB	USGS	12.77	12800	Good	-0.04	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	12800	580	4460	2.87	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	411	1994-04-14 09:35:00	PDT	Yes	mkb	USGS	13.54	14800	Good	0.09	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14800	585	5270	2.81	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	412	1994-07-01 09:15:00	PDT	Yes	MKB	USGS	13.61	14700	Good	-0.01	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14700	590	5130	2.87	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	413	1994-08-24 07:40:00	PDT	Yes	MKB/AMS	USGS	9.95	6460	Good	0.02	1.70	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	6460	565	3060	2.11	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	414	1994-10-18 10:45:00	PDT	Yes	MKB	USGS	8.83	4540	Good	0.00	1.20	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	4540	550	2260	2.01	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	415	1994-12-14 11:00:00	PST	Yes	mkb	USGS	11.84	10600	Good	0.00	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	10600	580	4200	2.52	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	416	1995-01-24 14:45:00	PST	Yes	TEM/JCT	USGS	13.82	15500	Good	-0.06	0.50	Clear	NONE	1	Imported Channel 1	BOAT	unspe	unkno	15500	564		0.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	417	1995-05-26 08:48:00	PDT	Yes	JCT	USGS	16.14	20800	Good	0.08	1.50	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	20800	595	6460	3.22	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	418	1995-07-07 08:45:00	PDT	Yes	JCT	USGS	13.83	15200	Good	0.08	1.30	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15200	585	5440	2.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	419	1995-09-20 09:06:00	PDT	Yes	JCT	USGS	11.28	8640	Good	-0.01	1.30	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	8640	575	3480	2.48	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	420	1995-11-30 08:10:00	PST	Yes	KEF/JCT	USGS	37.03	134000	Good	0.20	1.20	DebrisModerate	NONE	1	Imported Channel 1	CRAN	unspe	unkno	134000	713	20000	6.70	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	421	1995-11-30 10:50:00	PST	Yes	DTS/JCT	USGS	37.32	141000	Good	0.05	1.10	DebrisModerate	NONE	1	Imported Channel 1	CRAN	unspe	unkno	141000	713	20200	6.98	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	422	1995-11-30 15:21:00	PST	Yes	KEF/JCT	USGS	37.12	137000	Good	-0.13	1.00	DebrisModerate	NONE	1	Imported Channel 1	CRAN	unspe	unkno	137000	713	20100	6.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	423	1995-12-01 07:45:00	PST	Yes	KEF/JCT	USGS	32.54	98000	Good	-0.08	1.00	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	98000	700	16900	5.88	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	424	1996-01-19 11:00:00	PST	Yes	JCT	USGS	16.86	23500	Good	-0.07	1.20	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	23500	590	6970	3.37	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	425	1996-02-09 12:10:00	PST	Yes	JCT/BZ	USGS	29.13	78000	Good	0.20	1.00	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	78000	643	14400	5.43	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	426	1996-02-12 11:18:00	PST	Yes	JCT	USGS	17.43	26200	Good	-0.26	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	26200	597	7390	3.55	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	427	1996-03-20 09:22:00	PST	Yes	JCT	USGS	14.24	16700	Good	-0.02	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16700	592	5530	3.02	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	428	1996-06-19 14:00:00	PDT	Yes	SGW/JCT	USGS	14.08	15400	Good	-0.16	1.80	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15400	590	5370	2.87	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	429	1996-09-26 08:30:00	PDT	Yes	SGW	USGS	10.38	6910	Good	-0.03	1.50	DebrisModerate	NONE	1	Imported Channel 1	CWAY	unspe	unkno	6910	560	3130	2.21	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	430	1996-12-19 08:35:00	PST	Yes	SGW	USGS	13.52	14400	Good	0.03	1.60	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14400	585	5160	2.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	431	1997-03-06 08:25:00	PST	Yes	SGW	USGS	14.85	17700	Good	0.03	1.50	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	17700	592	5860	3.02	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	432	1997-05-01 13:47:00	PDT	Yes	JED/SGW	USGS	18.43	27900	Good	-0.06	1.90	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	27900	604	8020	3.48	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	433	1997-07-25 11:12:00	PDT	Yes	SGW	USGS	16.46	21400	Good	0.01	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	21400	600	6800	3.15	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	434	1997-10-14 12:55:00	PDT	Yes	JED	USGS	14.55	16600	Good	-0.03	1.20	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16600	595	5750	2.89	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	435	1997-12-08 11:30:00	PST	Yes	SGW	USGS	12.22	10800	Good	0.03	1.20	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	10800	582	4290	2.51	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	436	1998-05-19 10:15:00	PDT	Yes	SGW	USGS	12.64	11300	Good	-0.07	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	11300	585	4520	2.50	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	437	1998-08-13 16:20:00	PDT	Yes	SGW	USGS	12.42	10800	Good	-0.12	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	10800	580	4290	2.52	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	438	1998-09-21 09:20:00	PDT	Yes	SGW	USGS	9.36	4450	Good	-0.03	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	4450	557	2340	1.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	439	1998-10-20 10:30:00	PDT	Yes	SGW	USGS	10.67	7200	Good	0.00	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	7200	570	3180	2.26	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	440	1998-12-16 10:28:00	PST	Yes	SGW	USGS	17.87	25300	Good	-0.13	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	25300	595	7620	3.32	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	441	1999-03-09 13:07:00	PST	Yes	SGW	USGS	14.76	16500	Good	-0.05	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16500	585	5400	3.06	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	442	1999-04-20 17:30:00	PDT	Yes	RW	USGS	15.61	18700	Good	0.04	1.00	Clear	NONE	1	Imported Channel 1	BOAT	unspe	unkno	18700			0.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	443	1999-04-21 10:42:00	PDT	Yes	RW	USGS	15.34	18400	Good	-0.13	3.00	Clear	NONE	1	Imported Channel 1	BOAT	unspe	unkno	18400			0.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	444	1999-04-21 15:30:00	PDT	Yes	KRS	USGS	15.14	18600	Fair	0.09	2.10	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	18600	595	5890	3.16	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	445	1999-04-22 10:42:00	PDT	Yes	RW	USGS	13.86	14200	Good	-0.09	1.00	Clear	NONE	1	Imported Channel 1	BOAT	unspe	unkno	14200			0.00	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	446	1999-06-17 13:00:00	PDT	Yes	SGW	USGS	21.35	37500	Good	-0.10	1.80	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	37500	602	9670	3.88	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	447	1999-09-17 12:50:00	PDT	Yes	SGW	USGS	11.17	7530	Good	0.01	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	7530	565	3050	2.47	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	448	1999-11-04 13:35:00	PST	Yes	SGW	USGS	14.75	16400	Good	0.10	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16400	585	5200	3.15	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	449	1999-12-16 09:45:00	PST	Yes	SGW	USGS	25.03	53700	Good	-0.05	1.60	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	53700	610	11700	4.59	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	450	2000-05-17 10:30:00	PDT	Yes	SGW	USGS	15.52	18900	Good	0.00	1.80	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	18900	593	6240	3.03	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	451	2000-08-21 12:55:00	PDT	Yes	SGW	USGS	11.93	9420	Good	0.01	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	9420	575	3790	2.49	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	452	2000-10-19 11:35:00	PDT	Yes	SGW	USGS	14.07	15200	Good	-0.06	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15200	585	5180	2.93	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	453	2001-01-24 12:40:00	PST	Yes	SGW	USGS	11.30	8820	Good	-0.02	1.20	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	8820	573	3660	2.41	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	454	2001-04-09 10:40:00	PDT	Yes	SGW	USGS	10.50	7030	Good	-0.04	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	7030	570	3090	2.28	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	455	2001-06-27 11:15:00	PDT	Yes	SGW/JED	USGS	12.24	10500	Good			Clear	NONE	1	Imported Channel 1	BOAT	unspe	unkno	10500	529	4100	2.56	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	456	2001-10-30 08:37:00	PST	Yes	SGW	USGS	13.73	15300	Good	-0.02	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15300	590	5310	2.88	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	457	2001-11-15 10:10:00	PST	Yes	SGW	USGS	27.55	70300	Good	0.19	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	70300	620	13700	5.13	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	458	2002-01-15 11:37:00	PST	Yes	SGW	USGS	16.41	22800	Good	-0.03	1.50	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	22800	595	6710	3.40	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	459	2002-05-20 12:27:00	PDT	Yes	CAC/SGW	USGS	16.00	21700	Good	0.15	0.50	Clear	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	21700	595	6750	3.10	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	460	2002-06-26 15:33:00	PDT	Yes	JED/CAC	USGS	20.32	34200	Good	0.00	0.30	Clear	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	34200	614	9720	3.31	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	461	2002-07-29 15:43:00	PDT	Yes	JED/CAC	USGS	15.79	20600	Good	0.03	0.50	Clear	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	20600	603	6900	2.82	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	462	2002-10-08 12:30:00	PDT	Yes	JED	USGS	8.92	4700	Good	0.00	1.10	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	4700	557	2320	2.03	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	463	2003-01-07 14:47:00	PST	Yes	DAM	USGS	13.62	15700	Fair	-0.41	1.00	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15700	587	5330	2.94	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	464	2003-01-09 10:06:00	PST	Yes	DAM	USGS	13.52	15000	Fair	-0.08	1.20	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15000	590	5100	2.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	465	2003-01-27 16:23:00	PST	Yes	DAM/CC	USGS	24.24	47700	Good	-0.11		DebrisHeavy	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	47700	629	12200	3.90	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	466	2003-05-14 17:30:00	PDT	Yes	CAC/DAM	USGS	12.09	11500	Good	-0.01	0.20	DebrisLight	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	11500	584	4450	2.58	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	467	2003-08-21 09:20:00	PDT	Yes	DAM/JMP	USGS	10.40	8530	Good	-0.21	0.50	DebrisLight	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	8530	506	3940	2.10	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	468	2003-10-22 12:20:00	PDT	Yes	DAM/KF	USGS	33.92	113000	Fair	-0.17	0.70	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	113000	723	18700	6.03	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	469	2004-01-12 14:19:00	PST	Yes	DAM/JTS	USGS	14.30	18000	Good	0.08	0.40	Clear	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	18000	642	5840	3.08	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	470	2004-03-10 15:07:00	PST	Yes	DAM/JMP	USGS	13.76	16500	Fair	-0.03	0.40	DebrisLight	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	16500	639	5370	3.08	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	471	2004-05-12 09:07:00	PDT	Yes	JTS	USGS	12.24	12000	Good	-0.22	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	12000	582	4450	2.68	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	472	2004-07-07 09:14:00	PDT	Yes	JTS	USGS	13.24	14200	Fair	-0.14	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14200	587	5000	2.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	473	2004-10-20 09:40:00	PDT	Yes	DAM	USGS	13.66	15400	Fair	-0.03	1.00	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15400	585	5150	2.99	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	474	2004-12-03 09:45:00	PST	Yes	DAM	USGS	14.04	15900	Fair	-0.10	1.00	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	15900	592	5380	2.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	475	2005-03-07 11:53:00	PST	Yes	JMP	USGS	11.12	8060	Good	-0.01	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	8060	582	3400	2.37	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	476	2005-04-18 10:02:00	PDT	Yes	JTS	USGS	13.22	13400	Good	-0.05	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	13400	595	4710	2.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	477	2005-06-08 11:33:00	PDT	Yes	JTS	USGS	11.89	10200	Fair	0.03	1.10	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	10200	595	4030	2.54	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	478	2005-06-29 11:00:00	PDT	Yes	JMP/DAM	USGS	11.26	8450	Fair	-0.01	0.90	DebrisModerate	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	8450	448	3370	2.51	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	479	2005-08-08 12:49:00	PDT	Yes	JMP/DAM	USGS	11.50	9150	Fair	0.02	0.50	DebrisLight	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	9150	445	3560	2.56	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	480	2005-11-02 11:30:00	PST	Yes	DAM/JMP	USGS	16.44	19900	Fair	-0.02	0.50	Clear	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	19900	525	6080	3.28	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	481	2005-11-14 11:21:00	PST	Yes	JTS	USGS	16.66	22300	Fair	-0.06	1.60	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	22300	595	6800	3.28	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	482	2005-12-09 12:54:00	PST	Yes	JTS	USGS	12.45	11400	Good	0.18	1.30	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	11400	595	4160	2.75	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	483	2006-01-04 09:46:00	PST	Yes	JTS	USGS	15.31	17500	Fair	0.03	1.40	Clear	NONE	1	Imported Channel 1	CWAY	unspe	unkno	17500	600	5930	2.95	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	484	2006-01-11 10:12:00	PST	Yes	JTS/JMP	USGS	25.56	59400	Fair	-0.14	1.00	DebrisModerate	NONE	1	Imported Channel 1	CWAY	unspe	unkno	59400	627	12300	4.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	485	2006-02-28 10:23:00	PST	Yes	JTS	USGS	14.14	14500	Fair	-0.10	1.40	DebrisModerate	NONE	1	Imported Channel 1	CWAY	unspe	unkno	14500	594	5090	2.85	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	486	2006-03-09 10:56:00	PST	Yes	JTS/JMP	USGS	14.18	14600	Fair	0.12	1.30	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	14600	682	4530	3.23	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	487	2006-03-16 10:59:00	PST	Yes	DAM/JMP	USGS	13.06	11600	Poor	-0.08	0.50	DebrisLight	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	11600	459	4060	2.76	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	488	2006-05-11 10:02:00	PDT	Yes	JTS/JMP	USGS	12.61	11200	Fair	0.02	1.20	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	11200	680	3880	2.89	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	489	2006-05-19 10:14:00	PDT	Yes	JTS/GMJ	USGS	21.63	39900	Poor	0.17	2.30	DebrisModerate	NONE	1	Imported Channel 1	CRAN	unspe	unkno	39900	699	9940	4.02	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	490	2006-06-29 12:44:00	PDT	Yes	DAM/JMP	USGS	16.84	20700	Fair	0.00	0.40	DebrisLight	NONE	1	Imported Channel 1	UNSP	QADCP	VADCP	20700	495	6240	3.13	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	491	2006-07-24 09:42:00	PDT	Yes	JMP/NNT	USGS	13.84	12400	Fair	-0.11	2.00	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	12400	685	4270	2.89	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	492	2006-10-06 10:44:00	PDT	Yes	JTS	USGS	9.91	4480	Fair	0.00	1.40	DebrisModerate	NONE	1	Imported Channel 1	CWAY	unspe	unkno	4480	576	2280	1.96	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	493	2006-11-06 11:10:00	PST	Yes	JTS/GBJ	USGS	24.56	57300	Poor	1.01	1.70	DebrisModerate	NONE	1	Imported Channel 1	CRAN	unspe	unkno	57300	715	11800	4.86	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	494	2006-11-07 12:27:00	PST	Yes	JTS/GBJ	USGS	32.68	125000	Poor	0.84	1.80	DebrisModerate	NONE	1	Imported Channel 1	CRAN	unspe	unkno	125000	751	18400	6.79	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	495	2007-01-08 12:15:00	PST	Yes	JTS	USGS	19.46	28800	Fair	-0.19	1.00	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	28800	602	7900	3.64	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	496	2007-03-12 10:32:00	PDT	Yes	JTS/ETF	USGS	25.36	62400	Fair	0.59	1.80	DebrisHeavy	NONE	1	Imported Channel 1	CRAN	unspe	unkno	62400	715	12300	5.05	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	497	2007-05-08 10:34:00	PDT	Yes	JTS/ETF	USGS	15.68	16700	Fair	0.03	1.40	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	16700	597	5420	3.09	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	498	2007-06-05 11:26:00	PDT	Yes	JTS/ETF	USGS	22.02	38300	Fair	-0.03	1.60	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	38300	701	9760	3.93	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	499	2007-07-23 10:07:00	PDT	Yes	JTS	USGS	18.31	24000	Fair	-0.06	1.50	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	24000	600	6980	3.44	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	500	2007-09-12 09:28:00	PDT	Yes	JTS/ETF	USGS	11.20	5480	Fair	0.06	1.70	DebrisLight	NONE	1	Imported Channel 1	CRAN	unspe	unkno	5480	676	2420	2.26	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	501	2007-10-05 09:47:00	PDT	Yes	DAM	USGS	14.10	12700	Fair	-0.05	1.00	DebrisModerate	NONE	1	Imported Channel 1	CWAY	unspe	unkno	12700	597	4430	2.86	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
USGS	12200500	502	2008-02-12 15:22:00	PST	Yes	JMP	USGS	16.12	17500	Fair	0.21	1.40	DebrisLight	NONE	1	Imported Channel 1	CWAY	unspe	unkno	17500	587	5680	3.08	UNSP	UNSP	UNSP	unkn	UNSP	UNSP	UNSP	
